id,name,url,author,style,finished,updateTime,bookIntro
169,星空蕴道,http://book.zongheng.com/book/789434.html,攀龙附凤,奇幻玄幻,已完结,"更新时间 02-28 18:53",天道长存，天道何喜；蜉蝣一瞬，蜉蝣何悲？问君何必证永生？宇宙如此浩瀚，生我这般渺小？不解！吾生也有涯，而知也无涯？不甘！大道三千，许我一缕？不屑！(七月开始争取一日两更，新开通读者群979648929）
170,江故,http://book.zongheng.com/book/867179.html,鸭头,武侠仙侠,已完结,"更新时间 02-28 12:37","妖魔鬼怪，四大异族 妖怪妖怪，皆由牲畜修炼而来，修出内丹的是妖，未修出内丹的是怪 魔鬼魔鬼，为之必先为人，堕仙之人即入魔，生前有怨可化鬼 千万年来，与之水火不容的神宗乃是天下第一名门正派 当这名出家和尚走出神宗时，才发现江湖之大，岂止只有两方争斗；群雄争霸，诸方势力比肩而起；腥风血雨，小僧只好四海为家。"
171,永生才能不灭,http://book.zongheng.com/book/881215.html,千年浩劫,武侠仙侠,已完结,"更新时间 02-28 10:11",上天欲以万物为刍狗，而生杀岂能任由天道主宰，踏破诸天万界，追求永生不灭大道！QQ作者交流群号975758756
172,nba之超级球王,http://book.zongheng.com/book/1063439.html,乔维安,竞技同人,已完结,"更新时间 02-28 09:33",我就是nba的球王！
173,去吧呱呱佐助,http://book.zongheng.com/book/916505.html,人生乳鸽,二次元,已完结,"更新时间 02-28 08:49","这是一个宝可梦世界和现实世界融合的时间，在两个世界融合的过程中，林羽渐渐发现了那个被融合的宝可梦世界，既然就是动画片里的世界，随着林羽他们的了解深入，渐渐了解宝可梦世界，甚至了解宝可梦世界的人……大家喜欢的话也可以加我的书友群959 888 194和我一起讨论。"
174,纵横天下,http://book.zongheng.com/book/907340.html,韶阳初忆,奇幻玄幻,已完结,"更新时间 02-28 02:55",坟的尽头，是众生的寂灭还是命运的超脱？英雄只是你的代号，执剑葬邪是你一生的宿命。梦三生，天道好轮回茫茫大世，渺渺仙路，一缕天机无常，英雄如你，能否争渡彼？
175,猎魔法师,http://book.zongheng.com/book/946845.html,红尘老宅,奇幻玄幻,已完结,"更新时间 02-28 00:06","捉星拿月，焚江煮海，围猎面位，吞噬星河！ 在这神灵行走于人间，恶魔吞噬于众生的浩瀚大世界中，吾！身披大道，踏行于众生之间！吾！身浴星光，倾听于苍生之念！吾！手持权杖！围猎于万界之内！吾！端坐神座！俯视于众界之上！但，吾镇压此万界苍生，所求之，不过是一安稳之家而己！ 手持法杖，猎魔人间！这是一个穿越者带着一个半报废系统，在异界成为野法师，吊打天才，屠杀恶魔的故事…"
176,带着萌犬去巡天,http://book.zongheng.com/book/918281.html,萌犬奶凶,奇幻玄幻,已完结,"更新时间 02-26 13:45",穿越异世，神器《社稷九鼎图》自动认主，萌犬来投，还邂逅江南首富，得授生意经，从此人生开挂，一路乘风破浪成就星帝之位，带着萌犬巡视浩瀚星空。可是他究意是谁？陆广的前世究竟隐藏着什么秘密？
177,异世三国,http://book.zongheng.com/book/894662.html,用玻璃杯喝茶,奇幻玄幻,已完结,"更新时间 02-25 18:54","赵云:我左青釭右龙胆，从幽州一直劈到交州，一身是胆 周泰:我肌肉发达，头脑却不简单，你说气人不？可护主公横行天下 诸葛亮:鬼谷心法听过没?晓得我老婆是黄月英吗?我能骂死人，你怕不怕？ 史辛躲着阴笑：任你们如何厉害，最后还不是乖乖到我碗里来。看主公我如何占地盘，赚大钱，收猛将，顺便练成绝世脉师! …… 这是一个穿越者在异世三国闯荡奋起的故事。"
178,我不登天,http://book.zongheng.com/book/910991.html,沅芷,奇幻玄幻,已完结,"更新时间 02-24 14:07","一名警察和医生的搞笑生涯，死去活来中挣扎前行。 不羡仙魔乱舞，只恋人间四月天。 山花烂漫，我何必登天。"
179,万灵弑神录,http://book.zongheng.com/book/966461.html,烧烤小达人,奇幻玄幻,已完结,"更新时间 02-23 21:17","我叫周哲，我既不是挂壁，也不是代练。 我穿越星空，发现我继承了个满级号！而且，我是个手残。 幸好，有一群高玩，告诉我，群架，该这么打！"
180,权宦天下,http://book.zongheng.com/book/1001369.html,江月初梦,历史军事,已完结,"更新时间 02-21 15:25","风云变，一梦千秋，烽火起，英雄泪枯。年少添华发，多时离愁人。 宦官又如何？身为一代权宦，手握重权，文能治国安邦，武能拓土开疆。 不过一时骂名而已，一卷史册，是非功过，自有后人评说。 男色？本就是绝世美艳。 王女？你哥拿着刀砍过来了。 太后？饶了我吧，在下真不喜欢您女儿啊。"
181,剑出北冥,http://book.zongheng.com/book/852379.html,星落平川,武侠仙侠,已完结,"更新时间 02-20 17:06","在人界的历史中，北冥修的人物生平，一直难以盖棺定论。 他是仙山遗落的一颗明珠，也是人间渺小的一粒沙尘。 他是许多人眼中值得托付性命的友人，也是许多人眼中阴诡狠恶的敌人。 他曾是翩翩佳公子，也曾是沉郁少年郎，是守望人间的仙剑传人，亦或是祸乱天下的邪魔外道。 他于黑暗中成长，于光明中绽放，冰莲开数瓣，似无一瓣相像。 百年之后，史书上的那一笔评价，终究还是未能落下。 或许再过百年，也一样。"
182,圣武星辰,http://book.zongheng.com/book/682920.html,乱世狂刀,奇幻玄幻,已完结,"更新时间 02-20 13:37","地球要被银河系深处的仙道宗门强拆了，而地球人对此一无所知。 一个热血玄幻故事。 请关注公众号【乱世狂刀】。"
183,符文决定我们的路,http://book.zongheng.com/book/901877.html,慕流风,竞技同人,已完结,"更新时间 02-19 23:55","萨尔瓦蒂翁是一个建立在时空夹缝中可以穿梭不同世界线的城市，这座城市的创建者是一些符文之地迎来毁灭后的幸存者。理解并且承认最终的消亡，但是守护者们的努力可以延长通往终结的道路。 如何守护符文之地？萨尔瓦蒂翁的创建者瑞兹在不同世界线里做出了各种尝试。 其一，假如虚空吞噬符文之地的目的是吃掉符文之地的符文能量，那么多，将整个符文之地的符文能量封印，用其他的超凡能量予以代替，虚空是否会放弃入侵 其二，如果磨灭诞生超凡者的可能，将神与人分离，再赋予凡人能够斩破虚空生物的利刃，只允许出现凡人的世界线能否抵御虚空的入侵？ 其三，冥界，亡府，地狱，这三者都是对符文之地亡者世界的称呼，倘若生者栖息于符文之地无法战胜虚空，让恶魔、让亡灵生物成为符文之地的主宰，虚空是否还能获胜？ …… 遥远时代的尝试，如今终于可以验证，对于研究者们而言，到了检验成果的时间，而对于巴利亚德来说？这只是让他给瑞兹老光头擦屁股→_→"
184,我是宇宙最高文明,http://book.zongheng.com/book/950027.html,自我解脱,科幻游戏,已完结,"更新时间 02-19 13:12","本以为自己将背负着车贷房租在大城市忙碌半生，不料，夜观天象，外星人入体！获得了外星精神文明能力，原来人类在宇宙中文明等阶只有…… 哼！宇宙最高文明，我来了！看我嘚瑟的步伐如何践踏你们傲慢的无知！"
185,勤定仙缘,http://book.zongheng.com/book/866910.html,秦圣缘,武侠仙侠,已完结,"更新时间 02-14 11:28",血雨腥风修仙界，勤勉少年在邪恶眼睛紧盯下，为求生存被迫逆天而行，逐渐触及到尘封往事……何为善？何为恶？名门亦正？妖魔即魔？
186,我自镜中来,http://book.zongheng.com/book/746805.html,西北幻羽,奇幻玄幻,已完结,"更新时间 02-11 18:00","在混乱的时间中，我的人生就此开始，是喜剧，是闹剧，是科幻片，是历史片，是魔幻电影，是黑白老电影…… 它们一部部交织在一起，竟然成了壮丽的——大杂烩。 　　这是我的故事，我的前半生 　　生死如常事，啼哭而来，嬉笑而去—— 《EVE之回家的路》后续故事也在其中o(*￣︶￣*)o"
187,街球传说,http://book.zongheng.com/book/910703.html,I专卖后悔药I,都市娱乐,已完结,"更新时间 02-11 14:16","每个时代都有自己的传说 更何况是华夏？一个从小就练习街头篮球的少年，在不知不觉的情况下、和哥哥一起加入了街球界最可怕的地方！从此之后、一路探索地狱篮坛界、神奇的球技、奇妙的球阵，什么辽东三鬼，地狱四神，南北棋圣，四门八宫，挑战各地街球高手，迎战各路战队门派，他曾放言：整个世界都是我的球场，我要打破这个叫规则的牢笼！"
188,上门狂婿,http://book.zongheng.com/book/907035.html,空白符号,都市娱乐,已完结,"更新时间 02-09 18:59","苏青云生于乱世之中，娶了傻子当了上门女婿，受尽屈辱。 “我是不会放了任意践踏我尊严的人” 岳母“好女婿，求求你救救叶家，救救我的女儿”"
189,九龙天棺,http://book.zongheng.com/book/620300.html,雨沐石,悬疑灵异,已完结,"更新时间 02-08 11:20","本书改编电影《罗布泊之九龙天棺》将于2月9日上午10:00在腾讯视频独播上线！揭开千年诡秘船棺的骇人秘密，敬请观看！ 峡谷浓雾中的那一双眼睛；海岛墓穴下方的巨大的深洞；沙漠最深处的千年鬼城……被隐藏了几千年的秘密到底是什么？在拨开一层层迷雾之后，我们究竟会看到一个怎样的结局……"
190,都市妙手医尊,http://book.zongheng.com/book/793085.html,田地85,都市娱乐,已完结,"更新时间 02-05 12:28","医尊的灵魂附体，咱要收房租！ 不给，那你就滚出去。 别哭穷，堂堂医尊怎么会没有钱。 什么，用你的传承抵账？ 针灸术，按摩术……这些哥都已经学会了，不算！ 要想复活，那这费用咱得好好算算。 什么，这美女的病，只要亲一口就能治好？ 你特么安静点，不许偷看。书友群：158357518作者微信公众号：田地85。 老田新书，《都市之绝品仙帝》 本书已经在纵横小说平台发布，老读者都知道，我一旦开书，就不会断更，会一直写到完本。 写书就是我的工作。 我是一个对待工作认真负责的人，也是一个用心编织故事的人。 相信我，一定能再给你们一个无比精彩的故事。"
191,异世界怪谈,http://book.zongheng.com/book/911066.html,知鸟亦知鱼,悬疑灵异,已完结,"更新时间 02-05 06:27","这是一场穿越维度的冒险。 当人们的精神力挣脱了束缚，我们便只能被迫在一场场追逐中寻找生存的机会。 是猎人，还是猎物，已然由不得你选择。 生命，本就是一场非公平的冒险。 又有谁会知道，逃出生天是否是正确答案呢。"
192,异世界的暴君生活,http://book.zongheng.com/book/893496.html,林洛和心翼之声,奇幻玄幻,已完结,"更新时间 02-04 23:50","作为一个有车有房有理想的三有青年，林洛表示自己绝对没想到，自己会因为一本书穿越。 ［星沉文社］思疾尽尺夜沉沧，相思暮色星别君"
193,我真的是战士,http://book.zongheng.com/book/860992.html,二流高手,科幻游戏,已完结,"更新时间 02-03 23:58","白崖咧着自己那还带着肉丝的嘴，一脸郁闷的看着身边的这个同伴“你不是你是战士吗？和我一样的战士吗？” 主角李凯点了点头，虽然脸上也有些僵，可是还是一口咬定的说道“我就是战士，你难道忘了和我比拼的结果了吗？” 白崖郁闷的指着前方的场景“你别给我说那些没用的，有本事你给我释放一个战士的技能，或者前边的这个场景你给我解释一下” 李凯无语的看着将一座小山咆哮的丢了出去的猴子，他只能尴尬的说道“我说这些都是意外你相信吗？”"
194,天行圣医,http://book.zongheng.com/book/877552.html,沙也飘,奇幻玄幻,已完结,"更新时间 02-03 15:08","古天行是上界丹药奇才，他炼制的九转不灭丹轰动上界。在一次被追杀过程中身死道消，一缕魂魄被九龙药鼎带往地球，重生在古一行身上。 由于当今地球灵气匮乏，修真艰难，十八年后，在一次奇遇中，受到上界天玄宗青玄尊者青睐，收其为徒，从此走上修真之路。 地球遭遇鬼尊侵扰，古一行前往上界调查此事，从此展开一场旷日持久的成长保卫战......"
195,狂婿,http://book.zongheng.com/book/887862.html,木有下限,都市娱乐,已完结,"更新时间 02-02 12:58","新书《鬼医圣手》已在纵横中文网发布，欢迎新老读者观赏。 神秘兵王入赘为婿，受尽他人鄙夷嘲讽。 两年后楚阳为爱妻觉醒，以一己之力掌控天下。"
196,长生密钥,http://book.zongheng.com/book/898334.html,花香酒醒,悬疑灵异,已完结,"更新时间 02-01 23:03","万般邪念皆起贪，长生更是搅波澜。帝王将相均有愿，千古悠悠谁来圆？ 华夏文明真的只有五千年吗？那些神话传说真的存在过吗？历史的迷雾总是会不经意间隐藏起一些秘密，让后世的人们猜想、追寻，而姜谷阳面对的，到底是福还是祸……"
197,重生千禧时代,http://book.zongheng.com/book/885343.html,繁华时代,都市娱乐,已完结,"更新时间 02-01 16:14","千禧之年，属于旧媒体产业转型和新媒体发展的一个时间节点，横跨着这个耀眼时代的周正回来了…… 由此，一代传媒帝国，开始在人们的悄然感触中，拔地而起！"
198,重生之万法天帝,http://book.zongheng.com/book/896893.html,王者战神,都市娱乐,已完结,"更新时间 02-01 12:38","百年前，他被仇人步步暗算失去了所有的一切甚至是生命，他带着不甘和仇恨意外的进入了一个全新的世界，这里是人人都可修仙的世界。 短短百年的时间，他凭借自身坚忍不拔的道心，机缘，一路修炼至巅峰，成就一方人人敬畏的霸主。 百年后，他渡神劫失败，被带入轮回重生致少年时代，抱着弥补前世的遗憾，一路强势崛起，他发誓今生今世定要让所有仇人臣服脚下。"
199,我是老祖,http://book.zongheng.com/book/579279.html,零点一分,奇幻玄幻,已完结,"更新时间 02-01 09:48","剑芒所至，皆为齑粉！ 从神秘监狱逃出，吴锋发现自己重生成为剑宗老祖。 好吧！是已经没落的剑宗。 于是 老祖拨剑而起…… 任你千般法宝、万种神通，我自一剑破去！"
200,至尊魔婿,http://book.zongheng.com/book/1001704.html,此人贼丑,奇幻玄幻,已完结,"更新时间 01-31 23:30","一代至尊，八世为废婿； 记忆残魂，带来冲天血仇； 佳人献身，是否能够带回那个热血少年？"
201,宋士,http://book.zongheng.com/book/924942.html,浮沉的命运,历史军事,已完结,"更新时间 01-31 19:06","新书《大明匹夫》已发布 北宋末年，大宋朝廷腐败，金人南下侵宋。大宋境内，白骨累累，尸积如山。 宽袍束带、志得意满、东华门唱名的士大夫；怒发冲冠、慷慨激昂、报国无门的爱国志士；留得青楼薄姓名、浅斟低唱、放荡不羁的落魄才子；腐朽无能，寡廉鲜耻，让人扼腕长叹、仰天长啸的赵宋皇室...... 王峰来到这风雨飘摇的乱世，从河南府大莘店的一介乡民，开始他挽狂澜于既倒的传奇一生......"
202,骷髅奶爸,http://book.zongheng.com/book/944674.html,黑色暴雨,奇幻玄幻,已完结,"更新时间 01-31 17:40",在一次意外中，原本沉睡在地下的凶猛残暴的亡灵苏醒，从此开始了一段横扫世界……咳咳，编不下去了，这其实是一个皮断腿的骷髅和熊孩子一起开开心心生活的温馨故事，真的很温馨！我没骗人！不信你进来看看！
203,我有一个识海世界,http://book.zongheng.com/book/965899.html,仙道引路人,武侠仙侠,已完结,"更新时间 01-31 17:27","五彩缤纷的修仙世界，神奇莫测的术法，移山填海的神通，流传恒久的传奇故事，强者传承的争夺，有死无生的必杀墓葬，五光十色的秘境。 一点点探寻仙之尽头……"
204,元尊,http://book.zongheng.com/book/685640.html,天蚕土豆,奇幻玄幻,已完结,"更新时间 01-30 22:34","天地为炉，万物为铜，阴阳为炭，造化为工。 气运之争，蟒雀吞龙。 究竟是蟒雀为尊，还是圣龙崛起，凌驾众生？ 这是气掌乾坤的世界，磅礴宏伟，一气可搬山，可倒海，可翻天，可掌阴阳乾坤。 世间源气分九品，三品称玄，六品成天，九品号圣。 吾有一口玄黄气，可吞天地日月星。"
205,恐怖高校,http://book.zongheng.com/book/155410.html,大宋福红坊,科幻游戏,已完结,"更新时间 01-28 13:01","一张极其普通，又极其特殊的“录取通知书”，一个没有名字的“大学”。 普通少年尹旷因为一纸“通知书”来到这个所谓的“大学”。 然后，他才觉得，以前他所厌恶的学校，简直就是天堂。 在这个“大学”里，尹旷活着的唯一目标，就是拿到那张该死而血腥恐怖的“毕业证”！"
206,帝道无极,http://book.zongheng.com/book/668751.html,馋鱼煮猫,奇幻玄幻,已完结,"更新时间 01-22 09:58","落霄大陆，悠悠十万载，天机覆灭，万族林立，谁主沉浮？ 一个是纨绔子弟，一个是顶尖杀手。 当两人重叠之时，一场惊天阴谋随之开始。 且看他如何一步步走出困境，蹋碎层层阴谋，笑傲苍穹！ 我要这天再也遮蔽不了我双眼， 我要这魑魅魍魉再不降临人间。"
207,一号狂兵,http://book.zongheng.com/book/836862.html,风夜北,都市娱乐,已完结,"更新时间 01-21 21:43",顶级兵王魏风回到华夏，开启了新的人生，铲除队伍的叛徒绝不手软，脚踩各路装逼人物绝不脚软，见到各路绝色美女，绝不……软！
208,奋斗在初唐,http://book.zongheng.com/book/385254.html,牛凳,历史军事,已完结,"更新时间 01-19 21:13","现代青年回到了大唐贞观年间。　 干着一份体面的衙门差事，守着个如花似玉的媳妇，孝敬着一对老爹老娘，还有一个天真可爱未出阁的妹妹。 他立志要做一名奉公守法，清廉如水，为民请命的好衙役。 正如金子在哪儿都能发光一般，但最终他还是一个不小心，将整个大唐给玩转了……　"
209,人间最得意,http://book.zongheng.com/book/762026.html,平生未知寒,武侠仙侠,已完结,"更新时间 01-16 22:06","那少年提剑时曾笑言：天地虽大，我只一剑。只不过这一剑气长九万里。书友群：124-190-652 微信公众号&微博：平生未知寒 （本书动漫版权已卖出，动漫制作进行中） 新书仙朝已发布，读者群：654626628"
210,至尊小厨神,http://book.zongheng.com/book/385357.html,木小榆,都市娱乐,已完结,"更新时间 01-14 15:23","【300万字暴爽，都市热血力作】仙界最有前途的小厨神，同时得罪仙界四大巨头。 被打下凡，成为一名逍遥都市的小厨神。 游走于都市，闲的没事，打打脸，踩踩人，生活无限惬意啊！ 暴爽！热血！看了保证不后悔！ 混迹都市，一柄金铲横扫天上地下。"
211,我才不要当什么救世主,http://book.zongheng.com/book/833977.html,小学尊,都市娱乐,已完结,"更新时间 01-13 23:55","平凡的男主在平凡的世界里过着不平凡的生活，当然了，你说是上帝在和我开玩笑也可以，但是不好意思，我不信神，我就是真理。 与死亡擦肩而过，与昔日的好友拔刀相向，因为不知道自己什么时候会死，连接受心爱的人的告白都做不到...... Q573282345 微adad5203"
212,下山虎,http://book.zongheng.com/book/711044.html,对井当歌,都市娱乐,已完结,"更新时间 01-11 12:03","一世人两兄弟，背井离乡举目无亲，活着真的是太难了。 可活人总不能让尿憋死，路还是要继续往前走，就算生活是一滩烂泥，也要捏出朵狗尾巴花来。 【下山虎，为生存，凶猛无比，无所畏惧。】 （QQ群：474558375，作者勿扰，谢谢）"
213,市井之徒,http://book.zongheng.com/book/801700.html,对井当歌,都市娱乐,已完结,"更新时间 01-11 12:03","人，一撇一捺，就像两条腿，撑着一截正直的脊梁，撑着一颗向上的头颅，昂然挺立于天地间。 而生活，是尝遍柴米油盐的平淡，是笑对酸甜苦辣的平凡。 生而为人，生下来，活下去，永不停息。 （书友群474558375，欢迎加入！）"
214,逍遥上门女婿,http://book.zongheng.com/book/907407.html,溪花静渚,历史军事,已完结,"更新时间 01-08 18:56",一个现代少年穿越到类似唐朝的时代，阴差阳错间成为上门女婿，自己的妻子是一个大商户的庶出闺秀。两个人竟然被赶出家，被迫自己谋生，少年凭借着奇思妙想筑起一个商业帝国，不得已卷入了政治旋涡，少年为了自己，为了保护家人，为了保护自己的商业帝国，拜名师，刷起自己的名望，在朝堂里一步一步站稳脚跟，得到皇上的青睐，为了国家不被侵略，建军队，充盈国库，娶公主，组建远洋船队，征服未知大陆，坐拥后院，金钱，逍遥一生。
215,傲剑战神,http://book.zongheng.com/book/993675.html,沈锐,奇幻玄幻,已完结,"更新时间 01-08 09:40","［2020年六月份纵横新书榜玄幻分类第六名］我有一剑可傲视天下，一剑挥斩过去将来。世人偏说我狂傲，谁又敢于我争狂！ 读者群：752081728"
216,灌篮高手之暴君,http://book.zongheng.com/book/881755.html,问殇,竞技同人,已完结,"更新时间 01-04 17:38","还记得当年灌篮高手带给我们的感动吗？虽然青春已经逝去，但回忆却永远不会停止。 一本很简单的灌篮高手同人，纯粹就是把我曾经不止一次YY过的东西写出来，用拙劣的手法去追忆我的童年。 如果这里面的一些东西也曾经是你梦中所想，很高兴能够引起你的共鸣。如果文中所写和你曾经所想截然不同，也敬请原谅。"
217,秘密使命,http://book.zongheng.com/book/749819.html,虎钺,历史军事,已完结,"更新时间 01-02 22:36",龙潜深渊，应藏锋守拙，待机而动。潜龙是一柄看不见的利剑，只在共和国最需要的时候，才会出鞘亮剑，剑指海外！
218,全球武神,http://book.zongheng.com/book/835632.html,翻滚的柚子,都市娱乐,已完结,"更新时间 01-02 18:00","位面碰撞，灵气复苏。 全球觉醒，新武盛行。 二十一世纪“武痴”少年，意外穿越到五百年后的地球，凭借一本本地摊上淘来的“武学秘籍”，重启古武修行路，啸傲武道最巅峰。 “我，陈元，全球最强武神，没有之一。” （新人新书，求推荐、收藏，柚子拜谢！）"
219,至尊全能妖神,http://book.zongheng.com/book/945224.html,俏仙笔,奇幻玄幻,已完结,"更新时间 01-02 15:38","苍茫大地，天骄纵横，无边大陆，百族争霸。 一个被妖族收养的少年从妖狱中走出，从此乱天动地，星辰陨落，帝血染天！ 我叫凌妖，凌云壮志的凌，妖气冲天的妖！"
220,我要做阎罗,http://book.zongheng.com/book/780900.html,厄夜怪客,都市娱乐,已完结,"更新时间 01-01 18:43","“大人，不好了！沿江三省灵异爆发！申请支援！” “什么？我得赶紧躲起来……” “……大人，您身为阎罗难道不想振奋一下军心来个视察吗？” “视察哪里有小命重要！” 阎罗叫我来巡山，我到人间转一转 ……………… V群，71273563，微信公众号：eyeguaike1"
221,万欲妙体,http://book.zongheng.com/book/740136.html,三马主意,奇幻玄幻,已完结,"更新时间 01-01 17:52",我将脚踩众仙，拳压众神，无数宇宙尽为我掌控，无数位面称第一。
222,三国之召唤崛起,http://book.zongheng.com/book/881929.html,上官轩洛,历史军事,已完结,"更新时间 12-31 23:40","穿越三国，成为周瑜弟弟，这都不是重点！ 重点是本尊召唤历史名将，竟然能够出现剑神李纯罡，白袍洛阳！ 这他喵的是什么时代，为何还要有神话中的苏妲己，八岐大蛇，墨杜莎！ “宿主召唤值已满是否召唤？”花音笑眯眯的看着周琦周浩然... 书友QQ群：715719067"
223,一剑九州,http://book.zongheng.com/book/838456.html,容苏,奇幻玄幻,已完结,"更新时间 12-31 23:07",主宰殒落，残魂转世。一代剑主，自九州崛起，乱诸天风云，成无上大道。
224,极剑奇迹,http://book.zongheng.com/book/884879.html,天堂之杯,奇幻玄幻,已完结,"更新时间 12-31 21:00",手中有长剑，便可荡尽情仇，身中有命宫，便可逆上九境。天不公，我便破天自立，天不怜，我便仗剑而歌，创造属于我的极剑奇迹。
225,绿茵少年时,http://book.zongheng.com/book/957238.html,龙们客,竞技同人,已完结,"更新时间 12-31 20:00","青春如歌，绿茵如梦。 　　徐鹤和一群志同道合的小伙伴在如歌的青春里，为了她们热爱的足球组建球队，创造联赛，参加全国大赛……她们在青葱岁月里奏响属她们人生中的炫彩华章。"
226,神道第一人,http://book.zongheng.com/book/974728.html,青十甫,奇幻玄幻,已完结,"更新时间 12-31 17:57","富家公子，天性顽劣，本想拜入仙门修仙得道，没想到错拜了魔门。 管他是仙门还是魔门，天下公道自在人心 管他修仙还是修魔，是正义，便不在乎名份"
227,穿越者之灾,http://book.zongheng.com/book/898861.html,易碎的脑子,科幻游戏,已完结,"更新时间 12-31 17:30","当从天而降的穿越者们碰上蛮荒修士，当科技武器对上仙法武技。 水火不容的两股势力究竟谁会笑到最后。"
228,武宵圣尊,http://book.zongheng.com/book/982823.html,折豆,奇幻玄幻,已完结,"更新时间 12-31 17:11",不世天骄遭人暗算，成为了一个不折不扣的废材，自此体味了从天堂跌入地狱的遭遇。然而世事无常，崛起之路悄然而至。
229,镜师,http://book.zongheng.com/book/866971.html,雨乱纷杂,悬疑灵异,已完结,"更新时间 12-31 14:16",三寸掌心三寸镜，一朝因果断乾坤。
230,携天命而来,http://book.zongheng.com/book/883793.html,三生万物,奇幻玄幻,已完结,"更新时间 12-31 11:05",不要在我面前说什么我命由我不由天，我就是你的天，你的命完全在我掌握之中！
231,决不能怂,http://book.zongheng.com/book/795334.html,心情马甲,奇幻玄幻,已完结,"更新时间 12-31 10:16",法神大人，拯救世界这么大的事，您就给我发一只鸡，会不会儿戏了点？
232,小鬼捉阎王,http://book.zongheng.com/book/908910.html,稿啸,奇幻玄幻,已完结,"更新时间 12-30 10:05",漏网之鱼，火粒之光，永不言弃，踏天而行！
233,都市无敌战神,http://book.zongheng.com/book/921415.html,西枫瘦马,都市娱乐,已完结,"更新时间 12-28 11:36",不败战神，军方之魂，被奉镇国上将！而今得知兄弟被害，强势归来，谁人能挡！
234,祭炼山河,http://book.zongheng.com/book/309318.html,食堂包子,奇幻玄幻,已完结,"更新时间 12-23 12:09",他自卑微中来，紧握命运的契机，踏过迷雾与阴影，追逐着黑夜、光明，终成那照耀天与地的身影！
235,盛世大明,http://book.zongheng.com/book/710169.html,路人家,历史军事,已完结,"更新时间 12-21 10:52","大明正统八年，这是最好的年代，大明朝承平日久，天下富足，朝中皆是忠正之士，南北外患悉数削平； 这也是最坏的年代，一代权阉已窃据高位，北方瓦剌窥伺中原，一场浩劫已迫在眉睫。 此时，一个年轻人出现在了大明的边境，他将尽自己所能来创一个盛世大明！"
236,锦绣大明,http://book.zongheng.com/book/557195.html,路人家,历史军事,已完结,"更新时间 12-21 10:51","锦者，锦衣卫；绣者，绣春刀；且看穿越五百年来到大明万历初年的杨震如何走上巅峰，重振河山！ 新书《盛世大明》已发，还请各位书友捧个场！！"
237,重振大明,http://book.zongheng.com/book/94317.html,路人家,历史军事,已完结,"更新时间 12-21 10:51",一个平凡的人来到了明朝晚期的天启年间，为了自己的生存，为了拯救这个汉民族最后的王朝，他用尽了心力。朝廷中他要与魏忠贤为首的阉党一争高下，战场上他要与后金的大军战斗，从此他的生命将不再平庸......
238,剑下三千血,http://book.zongheng.com/book/938788.html,唇红,武侠仙侠,已完结,"更新时间 12-20 00:21",杀佛成佛，杀官成官，杀到天地一棺，与神魔共被！
239,太虚混沌神,http://book.zongheng.com/book/234067.html,棋墨,奇幻玄幻,已完结,"更新时间 12-17 14:29","太虚之上谁称神？至尊混沌我为尊！当生死簿vs地皇书，帝皇剑vs轩辕古剑，谁又能更胜一筹？ 命运的交织，生死宿敌难道就这么不堪一击？ 天地混沌，至尊四族，太虚六界，唯我独掌乾坤！"
240,道骨仙风,http://book.zongheng.com/book/909805.html,壁土黄沙,武侠仙侠,已完结,"更新时间 12-16 23:45","世上本没有仙，只是说的人多了，仙就自然而然就存在了。 为了探索苍穹，欲窥仙门之径，古来今往，多少圣人以身试道，一代代，一辈辈，前赴后继……"
241,带着仓库到大宋,http://book.zongheng.com/book/837957.html,路人家,历史军事,已完结,"更新时间 12-16 13:02","现代青年孙途因故带仓库系统穿越到北宋末年，从而开始了一段精彩曲折，前途难料的生存与救亡之旅。 在这里，不但有昏君权奸，还有忠臣名将，而更出乎意料的是，这还是一个有着水浒群雄的世界。 孙途将与他们如何相处？一切答案，尽在带着仓库到大宋！"
242,我的豪放修仙之路,http://book.zongheng.com/book/950320.html,惘叹之,武侠仙侠,已完结,"更新时间 12-07 18:30","渡不过的称之为劫，渡的过称之为缘， 故手中长剑名为缘劫，是缘是劫我来定。 （作者第一次写书，所以前面的章节很差，希望各位读者大大可以多多支持！谢谢o(^o^)o）"
243,仙农混异界,http://book.zongheng.com/book/998806.html,曹月半,奇幻玄幻,已完结,"更新时间 12-07 08:27",被人莫名其妙的扔到异界，获传承，得异宝，开启修仙之旅。
244,战血王座,http://book.zongheng.com/book/807069.html,一剑平日月,奇幻玄幻,已完结,"更新时间 12-06 19:02","修行，养气、御气、化体、胎息、轮回、先天、不死、不灭。 一气可动山河，一剑可平日月，一血可越万古！ 王座之争，向来由鲜血铺路，热血铸成！"
